date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:23	10857/10857	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e7b5ec0-2a69%22	https://www.utexas.edu/sites/default/files/js/js_skqGD_-bJjRAp8bjfSpH335pTTaQswUTeJunDNYVCxQ.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/js/js_skqGD_-bJjRAp8bjfSpH335pTTaQswUTeJunDNYVCxQ.js	(from https://www.utexas.edu/)
19:42:24	65043/65043	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:34:19%20GMT	https://www.utexas.edu/student-resources	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/student-resources.html	(from https://www.utexas.edu/)
19:42:25	55239/55239	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:34:42%20GMT	https://www.utexas.edu/faculty-and-staff-resources	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/faculty-and-staff-resources.html	(from https://www.utexas.edu/)
19:42:25	60182/60182	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:05%20GMT	https://www.utexas.edu/alumni-resources	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/alumni-resources.html	(from https://www.utexas.edu/)
19:42:26	50432/50432	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:06%20GMT	https://www.utexas.edu/visitor-resources	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/visitor-resources.html	(from https://www.utexas.edu/)
19:42:27	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202020%2014:49:00%20GMT	http://www.utexas.edu/directory/	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/directory/index.html	(from https://www.utexas.edu/)
19:42:27	44419/44419	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:08%20GMT	https://www.utexas.edu/apply	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/apply.html	(from https://www.utexas.edu/)
19:42:27	45826/45826	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:23%20GMT	https://www.utexas.edu/about	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/about.html	(from https://www.utexas.edu/)
19:42:28	54609/54609	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:03%20GMT	https://www.utexas.edu/academics/academic-experience	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/academics/academic-experience.html	(from https://www.utexas.edu/)
19:42:29	52848/52848	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:34:23%20GMT	https://www.utexas.edu/academics/areas-of-study	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/academics/areas-of-study.html	(from https://www.utexas.edu/)
19:42:29	11104/11104	---M--	200	added ('OK')	image/jpeg	etag:%225df1bb85-2b60%22	https://www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/admissions_menucontentblock.jpg?itok=4IkKoPxN	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/admissions_menucontentblock14a7.jpg	(from https://www.utexas.edu/)
19:42:29	17994/17994	---M--	200	added ('OK')	image/jpeg	etag:%225df1bb85-464a%22	https://www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/towerandstudents_menucontentblock.jpg?itok=trvj8GYC	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/towerandstudents_menucontentblock007e.jpg	(from https://www.utexas.edu/)
19:42:31	61603/61603	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:03%20GMT	https://www.utexas.edu/campus-life/arts-and-culture	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/arts-and-culture.html	(from https://www.utexas.edu/)
19:42:32	65594/65594	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:00%20GMT	https://www.utexas.edu/campus-life/campus-destinations	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/campus-destinations.html	(from https://www.utexas.edu/)
19:42:33	58755/58755	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:46:44%20GMT	https://www.utexas.edu/campus-life/entrepreneurship-and-innovation	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/entrepreneurship-and-innovation.html	(from https://www.utexas.edu/)
19:42:35	58019/58019	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:06%20GMT	https://www.utexas.edu/campus-life/health-and-wellness	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/health-and-wellness.html	(from https://www.utexas.edu/)
19:42:35	54906/54906	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:50%20GMT	https://www.utexas.edu/campus-life/housing-and-dining	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/housing-and-dining.html	(from https://www.utexas.edu/)
19:42:36	52880/52880	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:33:53%20GMT	https://www.utexas.edu/campus-life/life-in-austin	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/life-in-austin.html	(from https://www.utexas.edu/)
19:42:37	53622/53622	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:10%20GMT	https://www.utexas.edu/campus-life/report-misconduct	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/report-misconduct.html	(from https://www.utexas.edu/)
19:42:38	51610/51610	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:11%20GMT	https://www.utexas.edu/campus-life/safety-and-security	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/safety-and-security.html	(from https://www.utexas.edu/)
19:42:39	59097/59097	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:35:21%20GMT	https://www.utexas.edu/campus-life/student-involvement	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/campus-life/student-involvement.html	(from https://www.utexas.edu/)
19:42:39	18822/18822	---M--	200	added ('OK')	image/jpeg	etag:%225df1bb85-4986%22	https://www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/researcher_menucontentblock.jpg?itok=trPZejP9	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/researcher_menucontentblock23a6.jpg	(from https://www.utexas.edu/)
19:42:40	50282/50282	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:12%20GMT	https://www.utexas.edu/research/overview	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/research/overview.html	(from https://www.utexas.edu/)
19:42:41	52908/52908	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:14%20GMT	https://www.utexas.edu/research/student-research	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/research/student-research.html	(from https://www.utexas.edu/)
19:42:42	49839/49839	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:15%20GMT	https://www.utexas.edu/research/units-and-centers	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/research/units-and-centers.html	(from https://www.utexas.edu/)
19:42:43	53364/53364	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:16%20GMT	https://www.utexas.edu/research/off-campus-research-sites	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/research/off-campus-research-sites.html	(from https://www.utexas.edu/)
19:42:44	64419/64419	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:37:17%20GMT	https://www.utexas.edu/research/libraries	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/research/libraries.html	(from https://www.utexas.edu/)
19:42:44	24813/24813	---M--	200	added ('OK')	image/jpeg	etag:%225df1bb85-60ed%22	https://www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/basketballfans_menucontentblock_v3_0.jpg?itok=I024hE6Y	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/menu_content_block/public/utexas_menu_block/basketballfans_menucontentblock_v3_03210.jpg	(from https://www.utexas.edu/)
19:42:45	54704/54704	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:33:08%20GMT	https://www.utexas.edu/athletics/overview	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/athletics/overview.html	(from https://www.utexas.edu/)
19:42:45	611/611	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e860565-263%22	https://www.utexas.edu/sites/all/themes/utexas/assets/scroll_hint.svg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/scroll_hint.svg	(from https://www.utexas.edu/)
19:42:46	38395/38395	---M--	200	added ('OK')	image/jpeg	etag:%225e8e3f1d-95fb%22	https://www.utexas.edu/sites/default/files/styles/utexas_home_hero/public/homepage_hero_images/homepage_background_image_-_sunset.jpg?itok=QLg5AYpg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/utexas_home_hero/public/homepage_hero_images/homepage_background_image_-_sunsetcc83.jpg	(from https://www.utexas.edu/)
19:42:46	193468/193468	---M--	200	added ('OK')	image/jpeg	etag:%225e860565-2f3bc%22	https://www.utexas.edu/sites/all/themes/utexas/assets/homepage-video-poster.jpg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/homepage-video-poster.jpg	(from https://www.utexas.edu/)
19:42:46	820/820	---M-Z	200	added ('OK')	text/plain	etag:W/%225e8edb4a-334%22	https://www.utexas.edu/sites/all/themes/utexas/assets/descriptions.vtt	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/descriptions.vtt	(from https://www.utexas.edu/)
19:42:46	80704/80704	---M--	200	added ('OK')	image/jpeg	etag:%225e8e3ead-13b40%22	https://www.utexas.edu/sites/default/files/styles/home_story_main/public/home_highlight/greg-fenves-and-jay-hartzell.jpg?itok=MLbp72jR	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/home_story_main/public/home_highlight/greg-fenves-and-jay-hartzelle597.jpg	(from https://www.utexas.edu/)
19:42:47	121505/121505	---M--	200	added ('OK')	image/jpeg	etag:%225e860566-1daa1%22	https://www.utexas.edu/sites/all/themes/utexas/assets/public-image_1170x1537@2x.jpg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/public-image_1170x1537@2x.jpg	(from https://www.utexas.edu/)
19:42:47	25284/25284	---M--	200	added ('OK')	image/jpeg	etag:%225e7ba762-62c4%22	https://www.utexas.edu/sites/default/files/styles/home_story/public/home_highlight/student-emergency-fund.jpg?itok=c1uRZITT	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/home_story/public/home_highlight/student-emergency-fund7d19.jpg	(from https://www.utexas.edu/)
19:42:48	55328/55328	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:34:22%20GMT	https://www.utexas.edu/first-class-is-public	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/first-class-is-public.html	(from https://www.utexas.edu/)
19:42:48	17056/17056	---M--	200	added ('OK')	image/jpeg	etag:%225e8c90ed-42a0%22	https://www.utexas.edu/sites/default/files/styles/home_story/public/home_highlight/utexas-home-ventilator-from-windshield-wiper-parts.jpg?itok=vL2CsLFN	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/styles/home_story/public/home_highlight/utexas-home-ventilator-from-windshield-wiper-parts3566.jpg	(from https://www.utexas.edu/)
19:42:50	53950/53950	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:23%20GMT	https://www.utexas.edu/high-impact-research	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/high-impact-research.html	(from https://www.utexas.edu/)
19:42:50	107254/107254	---M--	200	added ('OK')	image/jpeg	etag:%225e860569-1a2f6%22	https://www.utexas.edu/sites/all/themes/utexas/assets/health-care-image_1170x1536@2x.jpg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/health-care-image_1170x1536@2x.jpg	(from https://www.utexas.edu/)
19:42:51	53675/53675	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:24%20GMT	https://www.utexas.edu/transforming-health-care	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/transforming-health-care.html	(from https://www.utexas.edu/)
19:42:51	137137/137137	---M--	200	added ('OK')	image/jpeg	etag:%225e860569-217b1%22	https://www.utexas.edu/sites/all/themes/utexas/assets/texas-image_1170x1536@2x.jpg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/texas-image_1170x1536@2x.jpg	(from https://www.utexas.edu/)
19:42:52	1396/1396	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e860569-574%22	https://www.utexas.edu/sites/all/themes/utexas/assets/serving-the-state.svg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/serving-the-state.svg	(from https://www.utexas.edu/)
19:42:52	84612/84612	---M--	200	added ('OK')	image/jpeg	etag:%225e860565-14a84%22	https://www.utexas.edu/sites/all/themes/utexas/assets/research-image_1170x1536@2x.jpg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/research-image_1170x1536@2x.jpg	(from https://www.utexas.edu/)
19:42:52	1296/1296	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e860565-510%22	https://www.utexas.edu/sites/all/themes/utexas/assets/hookem.svg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/hookem.svg	(from https://www.utexas.edu/)
19:42:53	57768/57768	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:26%20GMT	https://www.utexas.edu/creating-more-vibrant-texas	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/creating-more-vibrant-texas.html	(from https://www.utexas.edu/)
19:42:53	262032/262032	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e8e460f-3ff90%22	https://www.utexas.edu/sites/all/themes/utexas/assets/Tower-Main-Mall-Illustration-animation.svg	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/themes/utexas/assets/Tower-Main-Mall-Illustration-animation.svg	(from https://www.utexas.edu/)
19:42:54	56585/56585	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:34:29%20GMT	https://www.utexas.edu/contact-us	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/contact-us.html	(from https://www.utexas.edu/)
19:42:55	45802/45802	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:49:28%20GMT	https://www.utexas.edu/fraud-waste-or-abuse	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/fraud-waste-or-abuse.html	(from https://www.utexas.edu/)
19:42:57	49214/49214	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:36:17%20GMT	https://www.utexas.edu/jobs	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/jobs.html	(from https://www.utexas.edu/)
19:42:58	57045/57045	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:48:36%20GMT	https://www.utexas.edu/public-forum	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/public-forum.html	(from https://www.utexas.edu/)
19:42:59	47841/47841	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:44:15%20GMT	https://www.utexas.edu/site-policies	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/site-policies.html	(from https://www.utexas.edu/)
19:42:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202020%2014:49:33%20GMT	https://www.utexas.edu/web-accessibility-policy	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/web-accessibility-policy	(from https://www.utexas.edu/)
19:43:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202020%2014:49:33%20GMT	https://www.utexas.edu/web-privacy-policy	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/web-privacy-policy	(from https://www.utexas.edu/)
19:43:00	93100/93100	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/Faisal%20bhai/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://www.utexas.edu/)
19:43:01	84113/84113	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e8e3f03-14891%22	https://www.utexas.edu/sites/all/modules/custom/utexas_admin/js/replace/backup/jquery.min.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/all/modules/custom/utexas_admin/js/replace/backup/jquery.min.js	(from https://www.utexas.edu/)
19:43:01	26614/26614	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e7b5ec0-67f6%22	https://www.utexas.edu/sites/default/files/js/js_dWhBODswdXXk1M5Z5nyqNfGljmqwxUwAK9i6D0YSDNs.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/js/js_dWhBODswdXXk1M5Z5nyqNfGljmqwxUwAK9i6D0YSDNs.js	(from https://www.utexas.edu/)
19:43:02	1699/1699	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e7b5ebb-6a3%22	https://www.utexas.edu/sites/default/files/js/js_zk6E_FWvKA4Ku6JSXY-F0oYo3Ck75G98FoGpm7ybyds.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/js/js_zk6E_FWvKA4Ku6JSXY-F0oYo3Ck75G98FoGpm7ybyds.js	(from https://www.utexas.edu/)
19:43:02	2011/2011	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e7b5ec0-7db%22	https://www.utexas.edu/sites/default/files/js/js_nqYXTQqQmww0EtueD3uTrl3fcUWX07bySQWVCXsoL4k.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/js/js_nqYXTQqQmww0EtueD3uTrl3fcUWX07bySQWVCXsoL4k.js	(from https://www.utexas.edu/)
19:43:03	7167/7167	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e7b5ec0-1bff%22	https://www.utexas.edu/sites/default/files/js/js_dgTaqxMriwUc2It_FW-X18lJCasw4vEyRMclMPvs1no.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/js/js_dgTaqxMriwUc2It_FW-X18lJCasw4vEyRMclMPvs1no.js	(from https://www.utexas.edu/)
19:43:05	73274/73274	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225e86058a-11e3a%22	https://www.utexas.edu/sites/default/files/js/js_-qQbMeHMwFKDo-P8VG4GAflKXHOcmge6QnFsVjii6T0.js	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/js/js_-qQbMeHMwFKDo-P8VG4GAflKXHOcmge6QnFsVjii6T0.js	(from https://www.utexas.edu/)
19:43:05	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2009%20Apr%202020%2014:49:36%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Faisal%20bhai/www.googletagmanager.com/gtm.4a5445.delayed	(from https://www.utexas.edu/)
19:43:06	320/320	---M--	200	added ('OK')	image/png	etag:%225e8e2ecc-140%22	https://www.utexas.edu/misc/throbber-inactive.png	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/misc/throbber-inactive.png	(from https://www.utexas.edu/sites/default/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css)
19:43:06	20905352/20905352	---M--	200	added ('OK')	video/mp4	etag:%225e1dd7db-13efd88%22	https://www.utexas.edu/sites/default/files/homepage-videos/homepage-video-20200113.mp4	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/sites/default/files/homepage-videos/homepage-video-20200113.mp4	(from https://www.utexas.edu/)
19:43:06	1233/1233	---M--	200	added ('OK')	image/gif	etag:%225e8e460e-4d1%22	https://www.utexas.edu/misc/throbber-active.gif	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/misc/throbber-active.gif	(from https://www.utexas.edu/sites/default/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css)
19:43:07	106/106	---M--	200	added ('OK')	image/png	etag:%225e8ec56b-6a%22	https://www.utexas.edu/misc/grippie.png	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/misc/grippie.png	(from https://www.utexas.edu/sites/default/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css)
19:43:08	268/268	---M--	200	added ('OK')	image/png	etag:%225e8ec56b-10c%22	https://www.utexas.edu/misc/draggable.png	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/misc/draggable.png	(from https://www.utexas.edu/sites/default/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css)
19:43:08	130/130	---M--	200	added ('OK')	image/png	etag:%225e8ecd8c-82%22	https://www.utexas.edu/misc/tree.png	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/misc/tree.png	(from https://www.utexas.edu/sites/default/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css)
19:43:09	129/129	---M--	200	added ('OK')	image/png	etag:%225e8ec56b-81%22	https://www.utexas.edu/misc/tree-bottom.png	C:/My%20Web%20Sites/Faisal%20bhai/www.utexas.edu/misc/tree-bottom.png	(from https://www.utexas.edu/sites/default/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css)
